,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137
"gi|9627204|ref|NC_001549.1| Simian immunodeficiency virus, complete genome",0.0,647.0,508.0,63.0,123.0,211.0,201.0,91.0,462.0,1181.0,1030.0,1125.0,1187.0,1144.0,1149.0,1198.0,1202.0,1184.0,1110.0,1308.0,0.0,970.0,1121.0,1488.0,1049.0,0.0,1030.0,1589.0,1176.0,640.0,1260.0,1266.0,262.0,835.0,1169.0,1069.0,1170.0,285.0,696.0,628.0,96.0,239.0,678.0,879.0,1201.0,640.0,1297.0,253.0,1324.0,1176.0,215.0,148.0,460.0,669.0,1030.0,902.0,88.0,0.0,233.0,1048.0,1182.0,0.0,0.0,0.0,0.0,844.0,1267.0,1299.0,250.0,915.0,214.0,1164.0,631.0,640.0,322.0,1175.0,235.0,152.0,1028.0,1056.0,107.0,219.0,276.0,1589.0,826.0,187.0,1299.0,776.0,764.0,944.0,1030.0,263.0,215.0,241.0,214.0,205.0,1294.0,914.0,251.0,0.0,254.0,706.0,617.0,121.0,0.0,0.0,0.0,0.0,647.0,1589.0,1299.0,328.0,1216.0,259.0,1140.0,1237.0,0.0,268.0,1275.0,905.0,1163.0,1111.0,1140.0,1079.0,640.0,1005.0,1029.0,528.0,0.0,693.0,254.0,1581.0,346.0,0.0,145.0,0.0,134.0,1230.0
"gi|27311166|ref|NC_004455.1| Simian immunodeficiency virus SIV-mnd 2, complete genome",173.0,717.0,775.0,0.0,100.0,0.0,152.0,83.0,462.0,1189.0,1030.0,1125.0,1187.0,1144.0,1157.0,1206.0,1210.0,1192.0,1110.0,1079.0,0.0,1032.0,1121.0,1198.0,1050.0,0.0,1030.0,1377.0,1238.0,702.0,1324.0,1332.0,262.0,835.0,1169.0,1305.0,1237.0,285.0,696.0,812.0,96.0,239.0,733.0,909.0,1263.0,702.0,1367.0,253.0,1109.0,1240.0,215.0,154.0,668.0,896.0,1030.0,902.0,88.0,0.0,233.0,1258.0,1230.0,0.0,0.0,0.0,0.0,906.0,1578.0,1621.0,250.0,915.0,0.0,1226.0,815.0,702.0,322.0,1237.0,235.0,152.0,1028.0,1244.0,206.0,219.0,276.0,1377.0,826.0,187.0,1377.0,776.0,764.0,729.0,1030.0,473.0,215.0,241.0,214.0,0.0,1364.0,976.0,173.0,0.0,0.0,704.0,679.0,121.0,0.0,0.0,0.0,0.0,717.0,1299.0,1644.0,328.0,949.0,183.0,1163.0,1299.0,0.0,268.0,1309.0,913.0,1171.0,1119.0,1140.0,1079.0,702.0,1083.0,1029.0,528.0,0.0,755.0,158.0,1361.0,408.0,0.0,145.0,0.0,124.0,1291.0
"gi|306478704|ref|NC_014474.1| Simian retrovirus 4, complete genome",0.0,527.0,200.0,0.0,0.0,0.0,0.0,0.0,253.0,459.0,485.0,543.0,534.0,528.0,504.0,552.0,552.0,546.0,512.0,261.0,0.0,527.0,518.0,285.0,302.0,0.0,470.0,328.0,527.0,527.0,552.0,552.0,469.0,455.0,542.0,282.0,552.0,285.0,408.0,185.0,241.0,435.0,527.0,527.0,527.0,527.0,527.0,253.0,245.0,527.0,0.0,0.0,245.0,0.0,460.0,432.0,168.0,0.0,170.0,258.0,552.0,0.0,0.0,0.0,0.0,527.0,328.0,328.0,448.0,440.0,0.0,527.0,186.0,727.0,945.0,527.0,0.0,0.0,328.0,216.0,0.0,0.0,476.0,328.0,389.0,187.0,328.0,224.0,550.0,438.0,454.0,263.0,0.0,241.0,0.0,0.0,328.0,751.0,173.0,0.0,0.0,219.0,552.0,296.0,0.0,0.0,0.0,0.0,527.0,328.0,328.0,1151.0,528.0,184.0,552.0,527.0,0.0,492.0,552.0,224.0,466.0,427.0,307.0,264.0,527.0,328.0,532.0,534.0,0.0,527.0,0.0,328.0,951.0,90.0,0.0,0.0,0.0,552.0
"gi|9628892|ref|NC_001724.1| Snakehead retrovirus, complete genome",0.0,368.0,765.0,63.0,123.0,211.0,201.0,91.0,253.0,827.0,759.0,834.0,886.0,857.0,855.0,906.0,902.0,883.0,811.0,1007.0,0.0,960.0,835.0,1166.0,1049.0,0.0,765.0,1249.0,910.0,673.0,945.0,960.0,262.0,609.0,870.0,793.0,891.0,285.0,621.0,403.0,96.0,239.0,655.0,654.0,957.0,673.0,960.0,253.0,1035.0,897.0,215.0,148.0,460.0,440.0,772.0,650.0,88.0,0.0,162.0,797.0,913.0,0.0,0.0,0.0,0.0,625.0,935.0,960.0,250.0,668.0,214.0,915.0,405.0,673.0,536.0,920.0,235.0,152.0,797.0,758.0,107.0,219.0,276.0,1249.0,602.0,187.0,960.0,494.0,533.0,681.0,740.0,263.0,215.0,241.0,214.0,205.0,960.0,649.0,251.0,0.0,254.0,456.0,639.0,121.0,0.0,0.0,0.0,0.0,368.0,1216.0,949.0,528.0,1540.0,259.0,877.0,960.0,0.0,268.0,943.0,589.0,834.0,774.0,847.0,798.0,673.0,655.0,780.0,528.0,0.0,655.0,174.0,1249.0,659.0,0.0,145.0,0.0,134.0,960.0
"gi|49246207|ref|NC_005950.1| Snow goose hepatitis B virus, complete genome",0.0,184.0,77.0,63.0,76.0,76.0,76.0,76.0,106.0,183.0,183.0,183.0,183.0,183.0,183.0,183.0,183.0,183.0,183.0,259.0,0.0,261.0,183.0,259.0,259.0,0.0,183.0,259.0,261.0,261.0,183.0,183.0,106.0,183.0,183.0,183.0,183.0,106.0,77.0,77.0,242.0,182.0,184.0,184.0,261.0,261.0,261.0,106.0,259.0,261.0,0.0,76.0,106.0,77.0,261.0,183.0,164.0,76.0,237.0,183.0,183.0,0.0,0.0,0.0,0.0,184.0,183.0,183.0,182.0,183.0,76.0,261.0,77.0,261.0,182.0,261.0,0.0,0.0,259.0,183.0,0.0,0.0,182.0,259.0,183.0,259.0,183.0,77.0,106.0,259.0,183.0,106.0,0.0,106.0,0.0,76.0,183.0,261.0,250.0,0.0,76.0,153.0,183.0,260.0,0.0,0.0,0.0,0.0,184.0,259.0,183.0,184.0,259.0,413.0,183.0,261.0,0.0,106.0,183.0,77.0,183.0,183.0,183.0,183.0,261.0,106.0,183.0,183.0,76.0,184.0,76.0,259.0,184.0,76.0,0.0,76.0,76.0,183.0
"gi|402502230|ref|NC_018505.1| Soybean mild mottle pararetrovirus, complete genome",0.0,654.0,491.0,0.0,0.0,0.0,0.0,0.0,462.0,1275.0,1222.0,1342.0,1319.0,1313.0,1299.0,1374.0,1378.0,1369.0,1281.0,1010.0,0.0,878.0,1326.0,1079.0,811.0,0.0,1241.0,1163.0,1160.0,601.0,1417.0,1417.0,469.0,1078.0,1360.0,1042.0,1395.0,285.0,928.0,813.0,170.0,239.0,646.0,893.0,1155.0,601.0,1163.0,253.0,1039.0,1147.0,215.0,0.0,460.0,669.0,994.0,1124.0,88.0,0.0,313.0,1015.0,1407.0,0.0,0.0,0.0,0.0,867.0,1161.0,1163.0,250.0,1131.0,0.0,1137.0,817.0,601.0,545.0,1143.0,235.0,152.0,1028.0,1008.0,107.0,219.0,276.0,1163.0,1029.0,268.0,1163.0,1002.0,995.0,933.0,1207.0,263.0,215.0,241.0,214.0,0.0,1163.0,1140.0,248.0,0.0,0.0,700.0,855.0,205.0,0.0,0.0,0.0,0.0,654.0,1140.0,1163.0,552.0,877.0,183.0,1417.0,1159.0,0.0,503.0,1402.0,1039.0,1277.0,1226.0,1099.0,1034.0,601.0,931.0,1266.0,756.0,0.0,646.0,158.0,1163.0,623.0,90.0,145.0,0.0,0.0,1417.0
"gi|11344952|ref|NC_001739.2| Soybean chlorotic mottle virus, complete genome",0.0,1076.0,508.0,0.0,0.0,0.0,0.0,0.0,462.0,1142.0,1030.0,1115.0,1167.0,1138.0,1136.0,1187.0,1183.0,1164.0,1092.0,1058.0,0.0,1527.0,1121.0,1190.0,824.0,0.0,1030.0,1437.0,1548.0,1322.0,1289.0,1504.0,262.0,835.0,1151.0,1069.0,1289.0,285.0,696.0,628.0,167.0,239.0,1047.0,1184.0,1635.0,1044.0,1747.0,253.0,1101.0,1665.0,215.0,0.0,460.0,669.0,1223.0,902.0,88.0,0.0,233.0,1048.0,1220.0,0.0,0.0,0.0,0.0,1188.0,1265.0,1293.0,250.0,915.0,0.0,1574.0,631.0,1091.0,322.0,1579.0,235.0,152.0,1028.0,1054.0,107.0,219.0,276.0,1389.0,826.0,187.0,1371.0,775.0,764.0,729.0,1021.0,263.0,215.0,241.0,214.0,0.0,1428.0,1348.0,173.0,0.0,0.0,481.0,776.0,212.0,0.0,0.0,0.0,0.0,1110.0,1237.0,1299.0,527.0,960.0,261.0,1159.0,1919.0,0.0,268.0,1265.0,893.0,1163.0,1084.0,1128.0,1079.0,1322.0,1155.0,1029.0,528.0,0.0,1314.0,158.0,1368.0,853.0,0.0,145.0,0.0,0.0,1275.0
"gi|9626955|ref|NC_001500.1| Spleen focus-forming virus, complete genome",510.0,0.0,172.0,0.0,120.0,327.0,173.0,192.0,588.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,259.0,0.0,0.0,0.0,0.0,416.0,0.0,0.0,0.0,0.0,0.0,0.0,172.0,0.0,0.0,0.0,0.0,588.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,760.0,0.0,0.0,760.0,159.0,416.0,0.0,0.0,0.0,0.0,98.0,0.0,0.0,0.0,275.0,588.0,588.0,588.0,0.0,0.0,0.0,0.0,0.0,588.0,0.0,0.0,0.0,0.0,0.0,760.0,493.0,0.0,0.0,221.0,761.0,0.0,0.0,0.0,0.0,0.0,172.0,0.0,0.0,0.0,172.0,589.0,760.0,760.0,577.0,0.0,0.0,0.0,206.0,173.0,0.0,0.0,0.0,588.0,416.0,588.0,588.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,933.0,588.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,167.0,0.0,0.0,0.0,0.0,93.0,285.0,510.0,131.0,0.0
"gi|9627014|ref|NC_001514.1| Squirrel monkey retrovirus - HLB, complete genome",515.0,268.0,245.0,0.0,0.0,154.0,0.0,89.0,788.0,470.0,481.0,503.0,474.0,488.0,496.0,503.0,503.0,503.0,496.0,261.0,174.0,268.0,503.0,268.0,268.0,617.0,470.0,268.0,268.0,268.0,503.0,503.0,705.0,466.0,503.0,268.0,503.0,1130.0,233.0,185.0,170.0,239.0,268.0,268.0,268.0,268.0,268.0,994.0,245.0,268.0,773.0,0.0,723.0,0.0,267.0,432.0,88.0,98.0,170.0,258.0,503.0,186.0,862.0,862.0,862.0,268.0,268.0,268.0,250.0,440.0,527.0,268.0,186.0,268.0,491.0,268.0,753.0,493.0,268.0,216.0,221.0,514.0,268.0,268.0,389.0,187.0,268.0,445.0,499.0,438.0,454.0,480.0,520.0,1042.0,761.0,421.0,268.0,503.0,173.0,206.0,0.0,219.0,503.0,205.0,862.0,617.0,862.0,862.0,268.0,268.0,268.0,492.0,268.0,106.0,503.0,268.0,588.0,1365.0,503.0,235.0,477.0,432.0,268.0,264.0,268.0,268.0,503.0,496.0,167.0,268.0,0.0,268.0,503.0,183.0,285.0,483.0,0.0,503.0
"gi|9628900|ref|NC_001725.1| Strawberry vein banding virus, complete genome",0.0,674.0,508.0,0.0,0.0,0.0,0.0,0.0,462.0,1403.0,1243.0,1364.0,1384.0,1364.0,1364.0,1424.0,1428.0,1416.0,1333.0,1071.0,0.0,998.0,1360.0,1189.0,824.0,0.0,1244.0,1309.0,1210.0,668.0,1524.0,1526.0,469.0,1074.0,1403.0,1069.0,1436.0,285.0,929.0,813.0,170.0,239.0,712.0,909.0,1229.0,668.0,1309.0,253.0,1106.0,1203.0,215.0,0.0,460.0,669.0,1030.0,1125.0,88.0,0.0,313.0,1048.0,1455.0,0.0,0.0,0.0,0.0,878.0,1290.0,1309.0,250.0,1139.0,0.0,1198.0,817.0,668.0,545.0,1209.0,235.0,152.0,1028.0,1056.0,107.0,219.0,276.0,1309.0,1029.0,268.0,1309.0,1012.0,995.0,945.0,1243.0,263.0,215.0,241.0,214.0,0.0,1309.0,1187.0,248.0,0.0,0.0,700.0,890.0,205.0,0.0,0.0,0.0,0.0,674.0,1275.0,1309.0,552.0,943.0,183.0,1402.0,1265.0,0.0,503.0,1548.0,1131.0,1389.0,1333.0,1140.0,1079.0,668.0,1021.0,1268.0,756.0,0.0,727.0,158.0,1309.0,619.0,90.0,145.0,0.0,0.0,1490.0
"gi|15029533|ref|NC_003031.1| Sugarcane bacilliform IM virus, complete genome",0.0,359.0,508.0,0.0,0.0,0.0,0.0,0.0,209.0,1184.0,971.0,1051.0,1061.0,1056.0,1132.0,1151.0,1154.0,1129.0,1050.0,818.0,0.0,612.0,1072.0,909.0,522.0,0.0,988.0,959.0,830.0,302.0,1197.0,1162.0,207.0,847.0,1096.0,787.0,1072.0,0.0,929.0,813.0,74.0,0.0,310.0,533.0,863.0,302.0,941.0,0.0,864.0,832.0,215.0,0.0,215.0,669.0,763.0,916.0,0.0,0.0,223.0,790.0,1081.0,0.0,0.0,0.0,0.0,498.0,873.0,942.0,0.0,923.0,0.0,818.0,817.0,302.0,223.0,829.0,235.0,152.0,694.0,840.0,107.0,219.0,0.0,951.0,843.0,162.0,943.0,1012.0,669.0,723.0,1002.0,0.0,215.0,0.0,214.0,0.0,928.0,813.0,150.0,0.0,0.0,700.0,516.0,84.0,0.0,0.0,0.0,0.0,359.0,905.0,913.0,224.0,589.0,77.0,1039.0,893.0,0.0,235.0,1131.0,1427.0,1209.0,1145.0,833.0,815.0,302.0,661.0,966.0,446.0,0.0,310.0,158.0,971.0,245.0,90.0,145.0,0.0,0.0,1168.0
"gi|94972339|ref|NC_008017.1| Sugarcane bacilliform Mor virus, complete genome",0.0,598.0,508.0,0.0,0.0,0.0,0.0,0.0,451.0,1439.0,1213.0,1289.0,1303.0,1298.0,1374.0,1390.0,1392.0,1367.0,1292.0,1060.0,0.0,892.0,1310.0,1169.0,764.0,0.0,1230.0,1239.0,1072.0,566.0,1448.0,1437.0,449.0,1076.0,1334.0,1029.0,1312.0,242.0,929.0,813.0,170.0,239.0,568.0,775.0,1120.0,557.0,1221.0,242.0,1106.0,1074.0,215.0,0.0,457.0,669.0,1005.0,1125.0,88.0,0.0,313.0,1032.0,1319.0,0.0,0.0,0.0,0.0,740.0,1131.0,1209.0,242.0,1139.0,0.0,1060.0,817.0,566.0,465.0,1071.0,235.0,152.0,936.0,1056.0,107.0,219.0,242.0,1231.0,1029.0,268.0,1220.0,1012.0,911.0,945.0,1243.0,242.0,215.0,241.0,214.0,0.0,1200.0,1051.0,248.0,0.0,0.0,700.0,754.0,205.0,0.0,0.0,0.0,0.0,598.0,1163.0,1171.0,466.0,834.0,183.0,1277.0,1163.0,0.0,477.0,1389.0,1209.0,1489.0,1361.0,1075.0,1057.0,566.0,919.0,1204.0,688.0,0.0,568.0,158.0,1248.0,483.0,90.0,145.0,0.0,0.0,1410.0
"gi|262392379|ref|NC_013455.1| Sugarcane bacilliform virus, complete genome",0.0,525.0,508.0,0.0,0.0,0.0,0.0,0.0,412.0,1361.0,1174.0,1238.0,1258.0,1259.0,1311.0,1310.0,1307.0,1314.0,1253.0,1021.0,0.0,810.0,1259.0,1106.0,725.0,0.0,1191.0,1132.0,1033.0,487.0,1361.0,1344.0,410.0,1036.0,1283.0,990.0,1261.0,203.0,925.0,813.0,170.0,203.0,526.0,736.0,1048.0,487.0,1132.0,203.0,1060.0,1035.0,215.0,0.0,418.0,669.0,966.0,1119.0,88.0,0.0,313.0,993.0,1268.0,0.0,0.0,0.0,0.0,701.0,1089.0,1132.0,203.0,1126.0,0.0,1021.0,817.0,487.0,426.0,1029.0,235.0,152.0,897.0,1043.0,107.0,219.0,203.0,1132.0,1029.0,268.0,1132.0,1005.0,870.0,926.0,1205.0,203.0,215.0,203.0,214.0,0.0,1126.0,1000.0,248.0,0.0,0.0,700.0,703.0,205.0,0.0,0.0,0.0,0.0,525.0,1111.0,1119.0,427.0,774.0,183.0,1226.0,1084.0,0.0,432.0,1333.0,1145.0,1361.0,1361.0,1036.0,1018.0,487.0,848.0,1153.0,649.0,0.0,526.0,158.0,1132.0,432.0,90.0,145.0,0.0,0.0,1327.0
"gi|336125399|ref|NC_015655.1| Sweetpotato badnavirus A, complete genome",0.0,600.0,508.0,0.0,121.0,190.0,182.0,0.0,462.0,1068.0,1030.0,1113.0,1129.0,1127.0,1112.0,1137.0,1134.0,1140.0,1094.0,1051.0,0.0,847.0,1092.0,1118.0,818.0,0.0,1030.0,1140.0,1134.0,572.0,1140.0,1140.0,262.0,835.0,1136.0,1069.0,1123.0,285.0,696.0,628.0,96.0,239.0,582.0,829.0,1124.0,572.0,1140.0,253.0,1074.0,1126.0,215.0,0.0,460.0,884.0,1027.0,902.0,88.0,0.0,233.0,1048.0,1130.0,0.0,0.0,0.0,0.0,805.0,1130.0,1140.0,250.0,915.0,208.0,1108.0,631.0,572.0,307.0,1114.0,235.0,152.0,1001.0,1029.0,107.0,219.0,276.0,1140.0,826.0,187.0,1140.0,776.0,745.0,729.0,1030.0,263.0,215.0,241.0,214.0,189.0,1140.0,859.0,173.0,0.0,227.0,481.0,572.0,121.0,0.0,0.0,0.0,0.0,600.0,1140.0,1140.0,307.0,847.0,183.0,1099.0,1128.0,0.0,268.0,1140.0,833.0,1075.0,1036.0,1382.0,1309.0,572.0,875.0,1028.0,525.0,0.0,582.0,158.0,1140.0,307.0,0.0,145.0,0.0,0.0,1140.0
"gi|238563974|ref|NC_012728.1| Sweetpotato badnavirus B, complete genome",0.0,545.0,506.0,0.0,121.0,190.0,182.0,0.0,462.0,1050.0,1022.0,1060.0,1079.0,1079.0,1079.0,1079.0,1079.0,1079.0,1068.0,1051.0,0.0,798.0,1044.0,1079.0,762.0,0.0,1013.0,1079.0,1070.0,541.0,1079.0,1079.0,262.0,835.0,1079.0,1051.0,1059.0,264.0,696.0,628.0,96.0,239.0,521.0,768.0,1075.0,541.0,1079.0,253.0,1060.0,1070.0,215.0,0.0,460.0,884.0,1027.0,902.0,88.0,0.0,233.0,1031.0,1079.0,0.0,0.0,0.0,0.0,762.0,1079.0,1079.0,250.0,915.0,208.0,1069.0,631.0,541.0,264.0,1075.0,235.0,152.0,958.0,1009.0,107.0,219.0,264.0,1079.0,826.0,187.0,1079.0,775.0,702.0,729.0,1021.0,263.0,215.0,241.0,214.0,189.0,1079.0,822.0,173.0,0.0,227.0,481.0,535.0,121.0,0.0,0.0,0.0,0.0,545.0,1079.0,1079.0,264.0,798.0,183.0,1034.0,1079.0,0.0,264.0,1079.0,815.0,1057.0,1018.0,1309.0,1329.0,541.0,802.0,985.0,482.0,0.0,521.0,158.0,1079.0,264.0,0.0,145.0,0.0,0.0,1079.0
"gi|328545949|ref|NC_015328.1| Sweet potato caulimo-like virus, complete genome",0.0,857.0,249.0,0.0,0.0,0.0,0.0,0.0,253.0,545.0,525.0,581.0,622.0,589.0,581.0,634.0,633.0,607.0,563.0,545.0,0.0,1598.0,548.0,593.0,543.0,0.0,491.0,867.0,993.0,2053.0,692.0,928.0,262.0,424.0,599.0,541.0,742.0,285.0,233.0,202.0,167.0,239.0,1142.0,899.0,1074.0,1332.0,1159.0,253.0,536.0,1123.0,0.0,0.0,245.0,215.0,728.0,442.0,88.0,0.0,162.0,523.0,672.0,0.0,0.0,0.0,0.0,690.0,668.0,696.0,250.0,456.0,0.0,1038.0,204.0,1558.0,322.0,1037.0,0.0,0.0,541.0,471.0,0.0,0.0,276.0,811.0,398.0,187.0,1056.0,242.0,326.0,466.0,504.0,263.0,0.0,241.0,0.0,0.0,1145.0,1067.0,98.0,0.0,0.0,231.0,776.0,212.0,0.0,0.0,0.0,0.0,1272.0,640.0,702.0,527.0,673.0,261.0,601.0,1322.0,0.0,268.0,668.0,302.0,566.0,487.0,572.0,541.0,2411.0,1273.0,557.0,528.0,0.0,1998.0,0.0,803.0,1203.0,0.0,0.0,0.0,0.0,705.0
"gi|326537255|ref|NC_015228.1| Sweet potato vein clearing virus, complete genome",0.0,816.0,259.0,0.0,0.0,0.0,0.0,0.0,462.0,913.0,777.0,863.0,897.0,863.0,883.0,935.0,952.0,921.0,835.0,795.0,0.0,1220.0,867.0,904.0,583.0,0.0,795.0,1232.0,1035.0,923.0,1076.0,1188.0,262.0,642.0,888.0,810.0,1057.0,285.0,463.0,426.0,96.0,239.0,1098.0,1157.0,1034.0,699.0,1181.0,253.0,818.0,1122.0,215.0,0.0,460.0,454.0,762.0,669.0,88.0,0.0,161.0,783.0,952.0,0.0,0.0,0.0,0.0,932.0,1031.0,1088.0,250.0,675.0,0.0,1036.0,427.0,778.0,322.0,1049.0,235.0,152.0,821.0,801.0,107.0,219.0,276.0,1174.0,614.0,106.0,1439.0,534.0,764.0,485.0,767.0,263.0,215.0,241.0,214.0,0.0,1498.0,781.0,173.0,0.0,0.0,250.0,505.0,121.0,0.0,0.0,0.0,0.0,1215.0,1005.0,1083.0,328.0,655.0,106.0,931.0,1155.0,0.0,268.0,1021.0,661.0,919.0,848.0,875.0,802.0,1273.0,2015.0,780.0,310.0,0.0,1607.0,158.0,1148.0,876.0,0.0,145.0,0.0,0.0,1020.0
"gi|807743926|ref|NC_026819.1| Taro bacilliform CH virus isolate TaBCHV-1, complete genome",0.0,557.0,472.0,0.0,0.0,0.0,0.0,0.0,462.0,1202.0,1206.0,1282.0,1235.0,1249.0,1229.0,1286.0,1286.0,1286.0,1237.0,982.0,0.0,780.0,1272.0,1006.0,766.0,0.0,1177.0,1029.0,1029.0,557.0,1286.0,1286.0,469.0,1078.0,1283.0,1003.0,1272.0,285.0,919.0,813.0,170.0,239.0,531.0,778.0,1029.0,557.0,1029.0,253.0,966.0,1029.0,215.0,0.0,460.0,667.0,988.0,1122.0,88.0,0.0,313.0,979.0,1286.0,0.0,0.0,0.0,0.0,772.0,1029.0,1029.0,250.0,1139.0,0.0,1029.0,817.0,557.0,531.0,1029.0,223.0,152.0,969.0,937.0,107.0,219.0,276.0,1029.0,1029.0,268.0,1029.0,950.0,977.0,931.0,1175.0,263.0,215.0,241.0,214.0,0.0,1029.0,1063.0,248.0,0.0,0.0,699.0,814.0,205.0,0.0,0.0,0.0,0.0,557.0,1029.0,1029.0,532.0,780.0,183.0,1266.0,1029.0,0.0,503.0,1268.0,966.0,1204.0,1153.0,1028.0,985.0,557.0,780.0,1286.0,754.0,0.0,531.0,158.0,1029.0,565.0,90.0,145.0,0.0,0.0,1286.0
"gi|27228718|ref|NC_004450.1| Taro bacilliform virus, complete genome",0.0,526.0,218.0,0.0,0.0,0.0,0.0,0.0,253.0,681.0,703.0,756.0,734.0,746.0,726.0,756.0,756.0,756.0,734.0,479.0,0.0,528.0,740.0,503.0,520.0,0.0,688.0,528.0,528.0,528.0,756.0,756.0,469.0,652.0,756.0,500.0,756.0,285.0,446.0,387.0,170.0,453.0,310.0,310.0,528.0,744.0,528.0,253.0,463.0,528.0,0.0,0.0,245.0,215.0,485.0,650.0,88.0,89.0,242.0,476.0,756.0,0.0,0.0,0.0,0.0,526.0,528.0,528.0,466.0,658.0,0.0,528.0,390.0,528.0,533.0,528.0,0.0,0.0,517.0,434.0,0.0,0.0,492.0,528.0,601.0,349.0,528.0,446.0,538.0,656.0,672.0,263.0,0.0,241.0,0.0,0.0,528.0,756.0,173.0,0.0,0.0,437.0,756.0,292.0,0.0,0.0,0.0,0.0,310.0,528.0,528.0,534.0,528.0,183.0,756.0,528.0,0.0,496.0,756.0,446.0,688.0,649.0,525.0,482.0,528.0,310.0,754.0,1182.0,0.0,310.0,0.0,528.0,538.0,90.0,0.0,0.0,0.0,756.0
"gi|658609087|ref|NC_024445.1| Tent-making bat hepatitis B virus isolate TBHBV/Pan372/Uro_bil/PAN/2010, complete genome",253.0,0.0,78.0,0.0,0.0,90.0,90.0,0.0,89.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,171.0,0.0,0.0,0.0,0.0,89.0,0.0,0.0,0.0,0.0,0.0,0.0,78.0,0.0,0.0,0.0,0.0,167.0,0.0,0.0,75.0,89.0,0.0,0.0,0.0,0.0,0.0,167.0,0.0,0.0,167.0,86.0,89.0,0.0,0.0,0.0,172.0,172.0,75.0,0.0,0.0,89.0,167.0,167.0,167.0,0.0,0.0,0.0,89.0,0.0,89.0,0.0,0.0,0.0,89.0,0.0,167.0,253.0,89.0,0.0,164.0,89.0,89.0,0.0,0.0,87.0,0.0,78.0,0.0,0.0,0.0,254.0,175.0,167.0,167.0,89.0,0.0,0.0,88.0,175.0,176.0,0.0,0.0,89.0,167.0,89.0,167.0,167.0,0.0,0.0,0.0,0.0,0.0,76.0,0.0,0.0,167.0,167.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,432.0,0.0,0.0,0.0,0.0,178.0,89.0,256.0,176.0,0.0
"gi|18450263|ref|NC_003378.1| Tobacco vein clearing virus, complete genome",0.0,857.0,259.0,0.0,0.0,0.0,0.0,0.0,253.0,582.0,506.0,572.0,596.0,576.0,554.0,603.0,607.0,598.0,536.0,493.0,0.0,1586.0,598.0,607.0,583.0,0.0,530.0,863.0,999.0,1653.0,725.0,908.0,262.0,416.0,589.0,534.0,751.0,285.0,204.0,201.0,167.0,239.0,1474.0,1185.0,1041.0,1017.0,1180.0,253.0,529.0,1116.0,215.0,0.0,460.0,225.0,697.0,417.0,88.0,0.0,90.0,532.0,661.0,0.0,0.0,0.0,0.0,947.0,735.0,732.0,250.0,428.0,0.0,1021.0,201.0,1201.0,322.0,1015.0,235.0,152.0,590.0,518.0,107.0,219.0,276.0,815.0,390.0,106.0,1082.0,252.0,533.0,222.0,477.0,263.0,215.0,241.0,214.0,0.0,1176.0,786.0,173.0,0.0,0.0,0.0,505.0,212.0,0.0,0.0,0.0,0.0,1272.0,693.0,755.0,527.0,655.0,184.0,646.0,1314.0,0.0,268.0,727.0,310.0,568.0,526.0,582.0,521.0,1998.0,1607.0,531.0,310.0,0.0,2369.0,78.0,794.0,1203.0,0.0,145.0,0.0,0.0,688.0
"gi|9627732|ref|NC_001618.1| UR2 sarcoma virus, complete genome",0.0,80.0,78.0,127.0,180.0,96.0,96.0,91.0,80.0,158.0,158.0,158.0,158.0,158.0,158.0,158.0,158.0,158.0,158.0,254.0,0.0,78.0,158.0,254.0,174.0,0.0,158.0,254.0,158.0,0.0,158.0,158.0,0.0,158.0,158.0,158.0,158.0,0.0,158.0,158.0,0.0,0.0,78.0,158.0,158.0,0.0,158.0,0.0,254.0,158.0,78.0,96.0,78.0,158.0,158.0,158.0,0.0,0.0,71.0,158.0,158.0,0.0,0.0,0.0,0.0,158.0,158.0,158.0,0.0,158.0,96.0,158.0,158.0,0.0,0.0,158.0,78.0,78.0,158.0,158.0,78.0,78.0,0.0,254.0,158.0,0.0,158.0,158.0,158.0,176.0,158.0,0.0,78.0,0.0,78.0,96.0,158.0,80.0,153.0,0.0,96.0,176.0,0.0,0.0,0.0,0.0,0.0,0.0,80.0,254.0,158.0,0.0,174.0,76.0,158.0,158.0,0.0,0.0,158.0,158.0,158.0,158.0,158.0,158.0,0.0,158.0,158.0,0.0,0.0,78.0,416.0,254.0,0.0,78.0,78.0,0.0,96.0,158.0
